tenure_height,txs,read_count,read_length,runtime,write_count,write_length
170711,37,4722,10328065,64000615,346,24455
170710,59,14654,24891950,131248758,1009,88907
170709,58,8934,13396315,116938741,631,63384
170708,29,13933,25449262,293228110,1139,119142
170707,85,13068,19954344,261277442,746,72552
170706,30,4044,6114163,49455621,332,25177
170705,23,12658,23935303,118472583,922,85276
170704,95,8931,13792089,102344875,598,51990
170703,46,14746,25783904,166668842,1011,90278
170702,86,12358,18210928,202687728,787,60597
170701,33,14747,23235890,132083445,1030,91797
170700,61,7569,15540899,150418993,562,48907
170699,30,14224,26195337,123722736,1056,91291
170698,41,5014,9458508,76627559,355,23891
170697,25,13764,23591013,193953798,951,87736
170696,36,2460,5235104,468085823,254,18414
170695,40,14884,27818886,158576263,1079,98690
170694,57,6019,10791697,420981427,802,103613
170693,31,13751,25923338,123711633,1050,92894
170692,81,9094,15215166,177786099,644,56812
170691,35,13961,26377781,126202825,1076,95608
170690,108,14495,29000809,276422281,1079,105170
170689,22,6318,14107267,59847620,500,46944
170688,35,14447,27617082,131978065,1136,101324
170687,55,14560,23678090,124108141,938,84227
170686,90,14019,17029136,584182091,1154,128585
170685,31,7306,12118609,83852165,293,29951
170684,35,14016,26722122,142188381,1140,98494
170683,40,14043,27495274,99562327,822,80353
170682,80,13960,16423645,402842789,949,97587
170681,16,4152,8635234,28843025,321,30286
170680,47,14047,27864538,129943839,1068,93682
170679,41,7442,11537926,100502787,587,56116
170678,70,12400,23631357,179850881,1029,87793
170677,26,9556,16545583,81492774,701,59241
170676,53,8036,18195450,151947003,672,64813
170675,89,14118,26208056,146823697,1061,88358
170674,50,14267,14387360,175099303,532,47747
170673,65,13065,18723404,142426938,859,71249
170672,35,4083,2974693,115735358,181,13580
170671,43,14550,26507243,135043371,1118,96430
170670,24,10275,24037535,96688716,781,74649
170669,32,13948,23344877,129985459,981,91240
170668,43,14516,32776305,206458130,1135,102096
170667,50,14066,24993815,166395362,1103,101178
170666,54,14258,22892575,121186957,914,75545
170665,118,14041,25887446,144261754,1017,82898
170664,43,14442,28939012,128332956,1053,98364
170663,67,14797,30949503,191918832,1219,93261
170662,28,14354,25819974,110749572,1363,153148
170661,32,12063,24599530,78690444,822,73628
170660,76,14222,25711632,141363072,1123,100597
170659,70,14863,30863652,88468831,933,89791
170658,79,13565,19330520,130555452,824,74239
170657,73,14926,20086381,125841241,6671,336423
170656,114,13438,31906659,134173017,1050,105006
170655,180,14919,28612002,158504262,1017,94355
170654,106,14734,25997838,330148943,960,98577
170653,62,13299,18087182,338297543,776,56861
170652,131,14967,23211435,258598288,905,74056
170651,45,14057,24734856,174551569,847,81353
170650,71,12272,18383932,338026804,966,91083
170649,67,13012,27091626,341673193,935,81530
170648,34,3784,4935279,144156868,357,36766
170647,44,5799,5240076,390413642,472,69133
170646,65,13003,20747586,191913025,782,63674
170645,44,13108,19928638,133619014,782,69954
170644,53,12621,23357780,390017801,1149,127590
170643,60,14991,20653550,108188576,910,58759
170642,109,13586,12494786,219230482,633,48412
170641,51,12244,21704392,116091386,852,76200
170640,146,14795,25877574,149407755,1098,91521
170639,76,13843,26193020,159751182,1052,96104
170638,51,14752,23332097,285220586,892,80504
170637,170,14006,31430190,155005653,1110,91971
170636,54,14317,22738384,155020329,969,87130
170635,73,14647,17031150,207720439,720,59683
170634,86,14833,16235091,299425997,2693,174408
170633,78,14967,26384250,179271270,923,118009
170632,66,14217,9359161,233104244,355,34514
170631,32,11247,20899393,94980477,834,75299
170630,26,14433,28075383,144396983,1099,101969
170629,83,12351,21597848,148551367,856,71690
170628,106,14308,25771519,273346212,1109,131371
170627,95,14956,31844357,182814581,1148,126179
170626,128,14977,26860522,180811882,1046,102868
170625,47,13880,25783090,151916294,1101,106251
170624,91,3438,7629230,53668907,329,32376
170623,98,13205,19993237,163033356,899,69711
170622,32,10421,19837836,103719993,753,68572
170621,58,12819,22557220,107678028,1022,81774
170620,57,14323,14460369,224935565,627,47557
170619,49,14248,26645046,121651742,1162,102485
170618,52,14314,20711475,162894338,874,83085
170617,46,14189,19461570,155442062,863,72570
170616,134,13842,26382205,124082905,1066,90346
170615,41,14907,25382744,131110910,1046,93008
170614,68,14957,25768366,195988615,1048,110154
170613,70,13787,20036304,478028928,1043,136132
170612,76,14257,30480434,159221672,986,89729
170611,60,14806,28538183,130568366,1102,105415
170610,44,14312,29255082,209147113,977,84761
170609,34,14825,25634968,142622299,1040,93259
170608,28,14842,27602405,129320787,1060,106722
170607,41,14037,23541298,148482667,955,86964
170606,73,13796,14116255,168688426,458,36127
170605,34,14588,15543103,180133481,692,64751
170604,83,14249,27380216,117566893,1009,88739
170603,69,14910,24020694,176259699,872,77638
170602,109,13829,22564581,146245318,1003,75123
170601,66,3421,5531856,30092050,406,21620
170600,89,4608,7668370,267747600,560,65215
170599,154,10091,20477501,268744737,953,92573
170598,65,12608,21015079,308132591,919,97609
170597,57,14062,23007258,144952114,943,81409
170596,74,13486,25470492,171102719,811,67806
170595,147,13844,29087342,342422347,1104,125505
170594,27,14481,27539972,126923844,1035,98930
170593,86,14893,23368603,1025687680,1515,232984
170592,93,12254,23196118,788476255,1096,185146
170591,51,12736,22777627,108910295,915,77567
170590,49,14790,4789966,244915289,231,19046
170589,79,14739,22062060,148679240,985,80440
170588,51,14663,31744340,152039451,1124,107533
170587,25,14153,24670300,208481622,967,76172
170586,11,13227,26499896,89768537,1045,102554
170585,61,14915,21268492,145367489,1003,79063
170584,33,14278,10156104,200837768,406,34534
170583,79,14958,29071655,120179041,988,84814
170582,26,13930,25068096,106058286,962,93383
170581,45,13167,18825938,166239194,761,66126
170580,56,14736,14092977,210612344,393,37544
170579,77,14643,25463391,188474918,803,58644
170578,43,14320,21521906,145907005,608,54249
170577,66,14866,21871107,228962415,2676,156079
170576,65,13753,30450000,137440787,1087,101629
170575,118,14467,29198524,219790338,1181,97193
170574,142,14953,24697093,162310161,742,67889
170573,177,14931,27127732,826039691,1367,109726
170572,63,14959,19098000,678656796,1299,71756
170571,17,13980,22678592,679319033,1681,46251
170570,2,0,0,0,0,0
170569,40,14817,22859255,694705990,1758,49434
170568,9,12963,19870566,668045616,1611,41042
170567,53,13631,21270464,679512013,1713,45546
170566,30,10932,23502565,104086175,876,77694
170565,30,13638,22776813,125895434,928,84208
170564,65,13823,20835828,160357727,844,66029
170563,81,14972,27797781,198823201,932,86122
170562,75,14676,10711174,245783747,442,36052
170561,30,13351,24568640,142829142,1008,88566
170560,37,10802,19638097,105679140,838,82560
170559,147,14070,18393922,203481234,929,64065
170558,29,8785,15387036,74987799,629,54656
170557,57,7852,15548442,104600003,687,58427
170556,49,14779,26552878,312924548,1250,128611
170555,23,12106,14765639,135406336,646,55430
170554,95,4715,10760056,43076810,375,33543
170553,23,9054,15659871,86841607,651,51981
170552,47,11969,19361873,132750595,757,63587
170551,25,4030,6068663,68773926,279,21433
170550,28,12808,23593889,114853933,974,85043
170549,55,5242,10988125,80529754,399,35462
170548,32,14472,23923065,137860617,1069,88288
170547,61,6300,12801785,63370061,430,36214
170546,27,13777,25774499,123372329,1035,92277
170545,45,4901,9803947,50475811,359,26048
170544,45,14724,27263879,131425094,1131,93375
170543,151,13653,23436250,362072363,1110,102968
170542,34,2399,4868750,23603193,250,21735
170541,91,14650,26999533,125987604,1156,93440
170540,17,10747,19829164,101616686,803,74207
170539,163,14456,24206662,221470548,1350,111147
170538,11,5929,12424153,54925311,502,44408
170537,84,12799,23811410,147528796,1126,97122
170536,1,0,0,0,0,0
170535,1,0,0,0,0,0
170534,31,14099,27093845,131434066,1082,97300
170533,21,3383,6491015,45650550,245,25722
170532,39,14208,27325755,140995312,1096,100727
170531,45,5018,9718726,77097403,537,42631
170530,61,14543,26637500,137319442,1180,104701
170529,96,4500,7475052,43403836,606,41049
170528,69,8128,16617608,94329189,776,63355
170527,55,11662,21938084,95226005,857,72820
170526,49,11358,23554365,98680049,986,98603
170525,47,3161,6408243,37005373,193,15461
170524,48,14211,27213501,169238295,1128,89532
170523,36,12803,23522591,98629393,920,88412
170522,42,13688,19653859,109292625,1668,61014
170521,34,14139,11416215,71554159,3747,10340
170520,101,14502,23456112,144612192,1243,91291
170519,38,14904,27401051,99423708,1282,111226
170518,77,12926,26516490,129498960,950,78099
170517,56,14008,32022355,81444233,823,82098
170516,117,14172,26562724,119965187,1133,96655
170515,81,8312,13827099,66906578,639,54602
170514,53,13860,23709228,134028616,950,87447
170513,96,13580,17511630,239142583,830,69374
170512,23,7095,12062531,105784516,547,42263
170511,142,12361,21868410,134416280,1033,83717
170510,120,12064,17298996,208803740,876,63697
170509,63,9891,16889397,180148900,756,61179
170508,76,9505,13382593,156509241,838,78762
170507,55,14547,21977961,119096190,1171,79660
170506,73,10760,19120892,82046126,1188,76375
170505,60,13451,19866114,205101091,890,74716
170504,29,14111,26025524,181394800,1141,93555
170503,162,14157,20245089,380428614,986,62329
170502,83,14169,24591023,128055162,1037,85267
170501,33,8286,16565366,228679082,768,99891
170500,38,14134,24929587,142847563,988,86233
170499,44,14664,32568718,175471991,1163,103194
170498,26,13047,22764061,122053585,860,78725
170497,96,12973,19122939,155209162,875,69785
170496,75,13363,18885900,232841888,688,61965
170495,65,14932,29180088,145488055,992,93091
170494,97,13401,35023412,124943745,967,81378
170493,28,12831,23941766,124425872,875,84586
170492,47,14979,41100187,205628981,1011,101895
170491,94,14965,14002127,207786610,861,71474
170490,111,14016,23884021,221560559,879,79121
170489,20,14987,29850794,116108868,1167,114134
170488,60,12672,23221985,107935838,1113,109391
170487,90,9179,22336836,78203073,772,58830
170486,147,14882,32326048,145265129,1370,134949
170485,30,14723,11447679,244718911,533,48725
170484,90,14716,11972556,218353171,638,60238
170483,54,14607,22135149,167877230,870,74663
170482,109,14616,25573410,193650793,985,103093
170481,30,14727,25621933,155368578,1057,91285
170480,49,12818,15080233,215527586,654,49540
170479,180,14999,24006259,251454616,1155,100812
170478,65,12293,17103889,184957134,2723,155172
170477,56,13042,15388327,184893640,586,46124
170476,58,11842,14675770,135929073,604,53383
170475,81,11239,19821305,143682454,939,70884
170474,73,13766,27760442,208432605,1082,100401
170473,29,14804,20531299,154698828,851,78130
170472,39,12653,10149592,199253505,475,54428
170471,73,13064,22190909,208468426,1200,106110
170470,40,14974,27487264,168002415,928,95632
170469,34,14993,5116839,266518975,278,21884
170468,113,13843,19471448,167034381,803,64687
170467,44,14595,13016760,151898952,6778,332625
170466,60,14659,17346473,357653352,862,96768
170465,21,6014,13559963,58594262,477,42948
170464,51,14689,25899253,170379072,1079,95196
170463,49,14117,25199360,186021544,945,94487
170462,35,14768,22839030,145804053,981,86469
170461,24,12886,17627028,147835766,651,65025
170460,129,14509,22748296,136106123,1082,93076
170459,125,14572,16402383,310437282,668,60842
170458,90,14557,16495775,257227485,832,79251
170457,106,14885,20712223,172057817,999,82195
170456,54,12127,19660932,163954530,902,71796
170455,48,13901,27199448,153123468,1114,112776
170454,38,13876,22037691,126674935,969,81272
170453,30,13159,16453505,157473812,535,53336
170452,64,12408,24665956,142232294,1065,87820
170451,52,5905,10199634,55270313,353,34873
170450,42,13954,26065536,130469033,1072,94041
170449,54,14193,28066341,175785804,1089,100073
170448,30,14087,15503993,220874671,708,52487
170447,53,14671,21172727,185460671,850,77439
170446,98,14946,26202918,149576830,1193,101540
170445,29,14987,21132816,155436382,808,77547
170444,22,4039,3238143,54170596,191,13568
170443,37,14803,17715555,182610910,643,64830
170442,73,14984,13141331,250774123,531,44255
170441,22,14689,23172995,150926851,883,86483
170440,73,14847,25819332,189370987,1046,91425
170439,2,0,0,0,0,0
170438,74,14912,31521475,147815091,1091,103927
170437,107,7980,13219278,77050628,503,47727
170436,50,14744,20462747,176235682,891,73187
170435,84,14916,30387378,166378606,1512,116221
170434,34,12246,17141254,123382970,765,62184
170433,45,14613,27171093,147728632,973,93193
170432,74,13691,15686581,373159062,892,96374
170431,12,448,868474,4175167,48,3440
170430,38,12345,23431698,141309376,843,124247
170429,63,11120,22915162,137722190,914,84042
170428,59,14341,24769402,156590033,1007,629311
170427,126,14955,19475735,202547629,741,97049
170426,70,14669,18769062,264721902,826,72630
170425,36,12980,21553584,159749958,831,69146
170424,46,13989,17682942,173577707,693,64221
170423,70,13842,12073016,310434159,625,55971
170422,47,14379,25146365,141689755,949,92439
170421,110,14495,24309883,496164536,1040,121085
170420,22,8912,19015169,81919544,712,65960
170419,25,9254,16115842,94832842,704,59091
170418,48,10890,20147584,108725828,842,70081
170417,17,8873,19035786,76441699,666,59891
170416,76,13045,23568041,320572375,1119,114158
170415,32,13354,25985718,125875748,947,92804
170414,28,12212,15100234,136099963,685,56746
170413,22,14461,28162030,189732584,1077,105391
170412,61,14709,21922966,164307930,950,73154
170411,110,14440,17739223,180788041,1783,101617
170410,28,13957,20423971,163839175,760,67111
170409,56,14295,31117808,158242723,1130,103940
170408,24,13986,19806777,175098455,808,71794
170407,50,5271,10724292,151498776,549,56120
170406,46,14080,14437743,216275714,688,54367
170405,49,14877,31363702,157764573,1226,105677
170404,42,14414,20082836,171714888,840,71498
170403,53,14729,22815280,355677186,1071,109282
170402,21,14406,21294291,156413413,774,75790
170401,66,6398,12522629,71584518,479,36476
170400,107,14737,23547525,147845356,971,128368
170399,49,14784,23377949,169961795,1039,92500
170398,64,14996,23625563,165987789,862,119948
170397,141,13763,16242326,352293442,915,82008
170396,65,14576,13074231,232943546,558,43944
170395,83,14206,16276080,188677824,770,52639
170394,41,13686,11125396,211450275,388,37598
170393,48,14013,18177294,179275965,735,58798
170392,13,14575,24372965,154477305,873,85272
170391,36,14296,5533260,231737264,351,21154
170390,85,13973,13887741,220066549,553,54407
170389,28,14388,27137450,113179539,1076,94911
170388,56,14178,15643966,215721515,549,45466
170387,31,14318,24756330,198038740,1026,87554
170386,101,14356,20752367,198986057,791,66008
170385,97,14103,18052909,209433573,804,63005
170384,23,14926,23907575,157829868,961,93797
170383,106,14559,26843103,366520964,1118,124141
170382,62,14293,31094859,176254823,1157,105402
170381,47,14441,20408275,151606695,941,73390
170380,59,14429,26781690,198030659,1193,89745
170379,71,13961,18429884,174630106,905,71416
170378,24,14771,35990904,298033852,1384,99951
170377,88,14406,23903564,140949397,1046,88020
170376,27,14141,24216195,248192708,993,77716
170375,68,12281,22562072,203680901,1128,105258
170374,48,14676,22514005,195460142,946,99465
170373,49,14997,25967057,161409000,1065,97598
170372,37,13940,16484490,225237971,729,63612
170371,37,14997,25296008,159655845,1030,95864
170370,71,14027,21520500,257099147,699,66882
170369,29,11999,21425905,125028672,983,91775
170368,33,12871,16802942,320933418,737,84526
170367,113,14534,27806636,271771911,989,88626
170366,82,14816,18572379,237130202,772,70736
170365,94,14573,24748292,381650409,1109,128432
170364,28,14868,18790279,263709991,822,84915
170363,115,14933,25517848,367360987,1133,135221
170362,72,14972,22253710,376107709,1159,128325
170361,33,13620,21903714,120139625,973,84207
170360,77,14662,24339647,154901457,956,92560
170359,76,14692,24731399,168447028,1178,106021
170358,34,14211,24093002,152923777,857,83417
170357,132,14758,20483468,181053863,1068,101354
170356,42,12749,24263706,105891100,964,89653
170355,87,14260,20944517,161058344,1080,88911
170354,14,14859,13784940,190869890,548,54244
170353,45,14527,25737124,127557703,1011,97271
170352,31,12379,23514359,102197395,924,84912
170351,64,12930,22455660,130295895,740,88997
170350,84,13703,23648327,129572481,951,92683
170349,83,14820,14988435,911095102,811,62035
170348,77,14468,18371325,190285530,834,68337
170347,48,14175,20414258,262000736,866,72540
170346,47,14874,13847628,357385333,459,40972
170345,46,4451,6133973,139034454,322,20509
170344,131,14311,29715449,240227084,876,89655
170343,125,13880,16668862,359604711,1002,92965
170342,102,14084,14917628,242028250,688,54391
170341,68,14704,26068916,241311002,918,105607
170340,89,8004,22139181,157838877,651,54935
170339,78,14683,29146152,181554697,999,106087
170338,163,14967,25082289,196958515,986,76642
170337,132,14836,23081625,190604092,988,73304
170336,139,14890,33383873,289721624,1157,106377
170335,34,13953,16739934,195357258,703,69501
170334,55,14785,11577919,371555307,627,62199
170333,26,14034,24177100,144170265,926,89226
170332,97,14229,27196552,142761530,1204,98268
170331,20,13330,21900716,176385648,947,93836
170330,102,13976,22525221,123401045,1116,109892
170329,83,14385,20095407,261887480,844,89592
170328,137,14462,23903674,183387436,1105,78502
170327,16,13751,27760153,97843347,1054,105414
170326,46,13323,19335668,140793584,852,69772
170325,34,13318,19402126,156261546,836,72464
170324,31,13053,18487504,138370740,859,75096
170323,24,14583,23521290,137092411,968,88545
170322,96,13552,16738672,261742504,785,73642
170321,57,13640,17774502,159913658,752,59785
170320,41,13514,22323456,292947431,996,111557
170319,57,14835,18403684,196956490,749,56146
170318,49,14973,37269011,187318403,1263,113428
170317,104,10299,19830931,168441516,720,57013
170316,97,14930,15809100,210798895,840,57494
170315,117,14956,13922144,231610480,785,56468
170314,2,22,14877,80489,6,39
170313,59,14366,27922310,138601568,1054,103501
170312,36,13628,16461270,186120252,708,63546
170311,98,14413,19336903,456675988,1002,89695
170310,60,14536,20847612,207079918,899,79325
170309,35,14003,19171658,149324143,824,71477
170308,24,12644,10105700,185651193,468,38957
170307,90,14008,21411575,159972483,802,69088
170306,110,14834,27433401,190699725,1096,101311
170305,56,14886,17172677,210894718,545,49019
170304,60,14672,9367297,289722092,361,30724
170303,152,14601,16122546,208907516,681,57377
170302,73,14820,20877488,370175281,937,95447
170301,56,13942,13906844,192519783,729,52922
170300,53,14682,34031560,270176587,833,89096
170299,87,12082,20889908,327220247,819,84136
170298,51,14709,25165874,194114767,974,98204
170297,43,14365,14620754,241601928,616,68182
170296,66,14904,13818403,278086601,575,47889
170295,96,14312,21107322,525836865,885,122836
170294,49,12781,26964953,138779185,1228,122510
170293,37,14504,18792159,233538731,821,78992
170292,102,14982,27070468,230625513,1286,113986
170291,54,2683,2882729,72602221,176,15047
170290,61,13596,19552680,182706235,901,66861
170289,79,14755,19655210,193195753,899,71512
170288,45,14802,7481687,243828785,480,54209
170287,86,14991,27165081,247323591,1061,102766
170286,94,13886,18256314,355768469,705,90339
170285,111,14052,27951500,165303257,1307,106019
170284,136,14873,23166089,411071202,1069,108282
170283,56,14325,21136534,161125108,805,66506
170282,93,14755,27186243,216578896,980,88162
170281,130,14115,27215037,249868564,770,74593
170280,30,9532,17382517,116678867,704,56903
170279,41,12453,21209600,122072727,815,87566
170278,48,4812,6218600,67135107,319,19057
170277,31,12832,26394858,148127034,895,82626
170276,75,12127,14803375,169582264,696,54534
170275,115,14060,27413706,240546222,754,60945
170274,58,14550,24004919,127513745,1090,93228
170273,103,10131,14266352,220207323,704,48560
170272,33,13919,22916529,129264689,940,83233
170271,50,14920,23974778,215322140,770,72034
170270,78,13844,24150306,150474294,892,101309
170269,88,5129,11402159,100381130,504,37854
170268,40,14598,24986376,126387501,1011,91351
170267,6,75,108325,586659,16,596
170266,23,14664,25333715,141688642,1034,91193
170265,59,2887,5995153,91882917,254,27552
170264,70,14649,24737789,226305601,1174,110004
170263,11,4397,8234427,40347522,255,24993
170262,65,14625,28235171,170789520,1033,105987
170261,46,14797,31440707,172540856,1158,125928
170260,57,14129,23616522,243972778,828,64908
170259,32,14741,27192123,172104671,888,89935
170258,41,13846,15602329,179694757,576,46941
170257,53,14820,24352287,299280987,1194,122942
170256,80,14191,17180082,70808144,3235,119219
170255,130,14770,24577607,297536953,988,97579
170254,122,14221,18690836,500877434,1321,124576
170253,18,14430,30720961,130861158,1115,105420
170252,153,14312,19525665,178983811,933,63590
170251,71,14586,30019571,114549892,1199,111782
170250,58,14386,25488242,127219353,1076,92817
170249,95,14803,32342584,214637173,1370,104283
170248,75,13550,23324625,132282562,980,83090
170247,70,3625,3380121,43590836,221,10999
170246,96,14873,32113269,265963075,1412,117919
170245,41,14968,23438035,140792604,922,97226
170244,142,14984,31254963,139487943,1153,103355
170243,33,14314,20702466,180943103,919,72467
170242,45,14044,31448322,113202973,1102,106542
170241,73,12872,18635104,171313684,731,63218
170240,111,14681,28061890,168862609,953,93951
170239,86,14927,15571897,259719397,892,79231
170238,48,11936,15872466,170072931,533,61184
170237,27,14229,24413917,210830115,1009,94208
170236,71,14848,32215526,207129151,1260,104496
170235,39,14083,24667553,199075116,1046,84804
170234,58,14916,19977412,176878971,796,74634
170233,25,13835,25193010,105738905,1021,101366
170232,77,12470,15118017,166838887,721,47625
170231,147,14842,20195708,466162587,883,102822
170230,71,14022,22543044,838826924,1503,219488
170229,53,12012,20588012,288387087,951,122022
170228,93,14639,20060560,342271420,574,65571
170227,61,14091,22140506,188184477,951,76033
170226,74,14824,19761430,269210127,870,88573
170225,98,14799,11000787,396423809,670,74759
170224,20,13547,24467103,136127461,848,90135
170223,40,14149,21746887,165103622,840,69666
170222,35,14509,25615382,206145476,966,108264
170221,42,13980,19050440,318970979,955,100122
170220,18,12940,25732262,126445925,1002,102046
170219,42,13118,17480470,146676817,769,65791
170218,42,14797,22941013,172880981,954,97828
170217,2,0,0,0,0,0
170216,38,13999,6989845,252548752,270,27287
170215,32,14398,15076044,202042976,656,55980
170214,36,14771,25341813,127911463,999,101757
170213,172,13962,26401907,244469185,1157,114412
170212,52,14133,19427671,164914283,829,77499
170211,61,14916,22755149,164349945,765,70641
170210,81,14981,30719217,142069919,1207,128343
170209,151,14932,25321518,234490718,981,93610
170208,43,13522,26753081,123165080,965,85965
170207,60,4052,9012629,39719079,410,38484
170206,52,14809,4781466,244740030,254,18294
170205,92,7633,7563782,228960036,473,34252
170204,33,4773,4999027,67901317,280,20919
170203,57,14564,6635822,250879847,330,24335
170202,39,9148,4438575,139651018,242,13717
170201,87,13904,9629368,211045670,510,39378
170200,79,14781,22541866,180846750,882,94273
170199,91,14579,26317030,204336854,1285,100521
170198,60,7894,13356029,93751370,625,38172
170197,139,14825,15480496,200215502,799,54784
170196,48,3106,4239915,56267913,192,15495
170195,71,14739,28776392,227034892,1142,114262
170194,62,12163,19948374,155721362,703,69269
170193,71,14202,22540998,227984599,1194,101586
170192,44,14291,33525662,313040935,1072,131880
170191,44,14275,15662125,199100061,645,57546
170190,86,13987,16207840,246036109,537,51957
170189,28,9177,16101977,113871554,715,60422
170188,31,13923,22532399,172109468,852,77857
170187,37,12451,20568269,116356082,921,77490
170186,63,13838,22596385,135764251,905,75438
170185,169,13697,29036667,221590563,922,83907
170184,27,13583,25380753,171043691,807,71457
170183,70,11909,21616459,252458221,841,84659
170182,54,11746,21202495,122641863,936,78676
170181,37,10102,17884518,118692364,794,68520
170180,33,7754,14253304,89105994,608,48241
170179,46,12027,16634534,182159285,798,63561
170178,33,5768,8918376,82884265,337,26284
170177,65,14887,24943117,182531144,1176,96175
170176,12,5622,9610440,40094585,393,27258
170175,33,14346,26601589,142509096,929,80865
170174,37,14265,15816558,206131036,803,80401
170173,73,14268,26860898,143550947,1001,85210
170172,87,14429,17822253,191217430,698,60392
170171,60,14708,23403212,157655247,1077,105746
170170,152,14922,29973284,295268160,1315,136976
170169,24,14059,16189297,161217779,753,61610
170168,53,14238,14020646,180771258,824,79711
170167,61,14625,22591945,198969758,782,84641
170166,41,13949,12044048,191126763,575,44954
170165,35,14527,15110638,177883121,702,67918
170164,1,0,0,0,0,0
170163,66,14748,26013677,155500873,1134,94319
170162,33,12285,24115844,151892025,945,91292
170161,45,13061,21053179,250783505,808,69204
170160,54,13982,16827936,109614808,1062,57489
170159,21,12811,21014064,115311982,874,79295
170158,17,14748,20277354,153336098,796,78985
170157,24,14507,15337160,179554755,672,58624
170156,28,13946,20598495,155863689,893,93053
170155,27,14635,21416491,278522861,1031,106607
170154,71,14909,13824129,219099939,756,69550
170153,42,14162,12569339,242503095,582,57030
170152,166,13173,21500799,377972675,1092,108968
170151,53,14204,17447398,234516524,819,85748
170150,60,3328,3838091,39272372,319,25710
170149,67,13801,15972765,167229426,818,61608
170148,60,3849,4723503,67912740,334,21661
170147,135,14947,29627965,128989320,1131,106124
170146,113,14923,31831387,192952243,883,95448
170145,68,5629,9210318,52487396,458,34534
170144,22,2162,3541662,44262047,87,13110
170143,73,14893,9714956,261546502,436,37837
170142,162,14953,15803173,183067102,885,62065
170141,37,14108,23118775,240571274,1052,108651
170140,23,13949,28127956,97339374,1078,107585
170139,30,13934,23517435,124196530,959,86462
170138,35,13567,22530881,144549543,937,91408
170137,63,14523,19048473,198193415,802,75289
170136,58,5640,5902989,104284249,411,47159
170135,63,14485,27161955,118401526,1138,105121
170134,62,14743,22413061,183695532,1003,88275
170133,52,3476,8516291,56614521,363,33337
170132,84,7256,9293603,61085057,781,31945
170131,43,12094,19483186,111331819,870,70320
170130,42,1828,4453917,18265099,157,11065
170129,75,5034,12162708,57654944,488,34240
170128,51,14160,23646929,156651090,1019,98421
170127,146,10535,18116390,185602643,944,76526
170126,44,14431,21929959,212159901,946,80214
170125,46,12385,21948911,121707051,985,98725
170124,26,11997,20432163,103049629,988,86582
170123,18,12125,21871077,95805156,911,85128
170122,100,14833,28687735,190135024,1159,104032
170121,31,14335,28304485,101762751,1180,111254
170120,21,12228,19854823,112632828,827,74720
170119,54,12140,27946728,327096546,1089,329936
170118,42,13685,32191963,164570557,1086,268854
170117,102,13715,36005705,185286727,1180,364301
170116,48,13180,17485110,140644203,894,83680
170115,145,9557,20170355,119012078,1090,75403
170114,86,13966,42083325,205260046,1161,451530
170113,33,13078,20940634,121316282,938,80696
170112,69,13364,25326458,289729537,1130,130526
170111,63,12552,20844711,111809692,840,75681
170110,71,13981,26817355,116968675,1017,100477
170109,38,14298,19701770,150452175,874,68506
170108,77,13168,18149260,355757797,879,138138
170107,47,14851,17775306,275716945,952,93875
170106,92,12540,15263933,184554691,1800,108059
170105,42,12451,21133291,115020649,949,83446
170104,1,0,0,0,0,0
170103,39,13972,23173291,138442821,980,88626
170102,26,12172,23941750,81232800,963,92311
170101,68,14748,23470044,147089127,913,103122
170100,132,8790,14345691,99662985,664,43170
170099,187,13946,22611595,298008868,1328,118987
170098,144,9228,9402925,261554030,633,37430
170097,84,13165,21554967,193210422,876,74396
170096,53,12550,8422657,220173202,432,26701
170095,48,13839,15292177,202369830,716,53467
170094,88,14830,23961017,161074374,1238,98679
170093,92,14717,20201983,97534941,2620,46609
170092,82,14429,18840127,76425444,3045,57238
170091,81,14873,19856895,278925238,928,92194
170090,54,5799,14890964,120399633,455,41836
170089,60,14789,15220095,219850762,928,98141
170088,96,6403,9525450,291696672,723,81212
170087,64,5603,10707667,390300416,713,100494
170086,51,14265,29420610,110841662,1172,113045
170085,85,13919,27984460,106650949,1169,104474
170084,99,14802,25685733,154005515,1233,92782
170083,93,14970,25747661,244528419,992,111263
170082,111,9520,14468411,426460831,828,91602
170081,59,4603,12423148,112687642,417,38848
170080,33,3670,5269493,37771301,292,24767
170079,133,9087,16770396,206269945,785,68294
170078,129,14913,29438287,172917803,1299,93722
170077,73,5668,10773458,61286789,709,43918
170076,56,3430,7780320,33925389,293,26656
170075,44,3756,7356442,196134877,451,53394
170074,82,6980,14229963,88528813,583,45243
170073,38,3487,4930737,40465366,272,19729
170072,44,4270,7838644,88508669,422,47332
170071,97,7804,13885966,94003184,648,51146
170070,131,14912,24937225,184195878,929,78462
170069,166,14763,25597679,207347215,765,73603
170068,89,7442,17320489,189654625,576,62844
170067,23,14551,26521495,116740805,1103,101364
170066,20,14150,20756358,143143351,882,80832
170065,55,14300,24568984,156343555,953,82385
170064,61,12986,21244796,118922901,1010,81322
170063,96,14791,24383727,622027756,1416,153770
170062,42,14696,24296025,127723885,1061,91790
170061,36,14715,26653524,138503748,969,91873
170060,84,14196,19474577,499565419,964,133919
170059,25,12081,22996366,161511112,879,82280
170058,118,14461,33143389,164947041,1258,108627
170057,57,12548,20035250,353204865,1017,105215
170056,23,14426,26645481,108155841,1056,102370
170055,48,12357,17642472,127289035,841,108937
