tenure_height,txs,read_count,read_length,runtime,write_count,write_length
170054,80,14645,20395299,222827540,789,72739
170053,48,13347,24624759,128004641,961,90137
170052,31,14693,10414179,224542723,363,37075
170051,74,9000,18684560,90591515,637,51322
170050,57,14838,2725996,255503353,149,9819
170049,76,14351,12190458,314961103,591,56877
170048,51,12841,17576174,160787823,826,64574
170047,38,13499,24772241,164200269,1001,98442
170046,70,12480,17121210,137033840,848,108639
170045,24,13863,16837278,168811829,687,71117
170044,87,14947,23390676,271464049,1037,131927
170043,90,14411,27025099,237285933,1341,136067
170042,147,12153,22427999,266527317,846,87885
170041,68,6944,9599464,83542163,432,34631
170040,66,6339,8839046,85978773,553,31432
170039,75,13427,21959330,142494179,1023,78791
170038,68,14208,23352543,146913912,1012,93990
170037,45,12769,22710695,102426629,1028,85425
170036,102,12804,21043518,160715671,998,181757
170035,1,0,0,0,0,0
170034,83,14194,24058281,350431490,1073,122539
170033,34,13744,21993889,306556810,1085,115990
170032,56,12056,17306589,136170120,1180,137026
170031,48,14204,20870709,178269875,869,71821
170030,54,12790,16684691,185848336,844,79141
170029,70,7967,16471765,302320674,644,46901
170028,105,14987,19322289,275074205,852,72513
170027,58,14787,24019822,216888227,874,74026
170026,72,14958,12796231,301077113,684,56633
170025,24,5466,7353243,71846012,315,22050
170024,117,14962,23793398,215032485,1205,104693
170023,47,15000,16127986,187770447,762,103051
170022,44,13959,30766507,190774986,704,75113
170021,47,14020,26339506,138660799,1108,111651
170020,45,3825,4592096,66274380,363,29143
170019,59,14296,23850617,207941340,907,85823
170018,61,14407,26691760,324588040,1338,125561
170017,53,14835,32084221,166132691,1066,91917
170016,147,13969,31049805,166398090,1258,102885
170015,95,14413,28832836,161281216,1115,106582
170014,48,6369,12999485,83723209,452,48625
170013,135,14964,32682925,176361528,1306,109768
170012,112,12815,28657962,153516758,1280,103493
170011,60,3772,7853863,205116177,388,57728
170010,107,6809,13822425,91271476,748,59711
170009,49,12109,21302906,124358711,800,72808
170008,146,14921,29090393,175986619,1286,102560
170007,74,13373,25111775,190906942,973,89883
170006,83,12321,20242394,179641524,929,66421
170005,80,6974,15418067,84152050,624,48476
170004,62,13210,24676318,97991637,995,93833
170003,68,14994,30581584,131050116,1159,107417
170002,32,14099,28069408,97786241,1148,109399
170001,96,14314,25965295,283310661,1085,201894
170000,25,14864,26929358,114688481,1120,105473
169999,34,14193,23068410,126598069,1049,86861
169998,28,14464,28121402,93889906,1150,106948
169997,40,14704,23260645,146654564,931,86250
169996,57,13182,27178551,111846225,1163,102468
169995,105,12267,20127859,149220281,2961,178077
169994,40,12582,24162318,127356770,966,90429
169993,63,13415,22675314,325042156,1035,110526
169992,40,13322,26933720,94613201,1026,90131
169991,72,12792,19972054,156692340,843,76331
169990,170,13769,20195451,154673371,3154,182107
169989,61,12195,17673113,154552683,899,73292
169988,57,3415,6082072,110112411,449,44277
169987,112,14878,21393350,253266089,1234,117967
169986,64,5668,9486400,56525286,410,29491
169985,78,12011,15213712,163144017,1108,76860
169984,21,14288,7003676,236404605,357,22649
169983,37,14892,11932486,219733095,609,40352
169982,69,5228,8528547,89152595,463,33045
169981,82,13923,16968816,190247782,628,48468
169980,63,13743,19777952,161139949,1001,83755
169979,67,14879,44637453,227355153,766,87548
169978,112,14819,24619712,157655356,1027,75442
169977,58,13929,38922181,161591680,2631,169718
169976,61,13588,49024027,167115114,768,95348
169975,108,8184,14503454,122204183,644,47856
169974,56,5445,8128301,74405904,385,27076
169973,74,14973,37688779,147651320,1095,96417
169972,104,6291,14010045,106421809,606,50166
169971,39,14116,11730735,193125916,671,48526
169970,54,4275,5469924,117060227,350,20782
169969,43,14457,10007925,205034942,579,38307
169968,46,14247,4337990,223363026,344,13545
169967,39,14554,7974296,216443573,442,29944
169966,76,13966,14689205,210560486,609,43403
169965,147,14833,25377117,171388005,1081,91199
169964,85,14783,24849627,167760954,1179,107555
169963,80,13924,17618730,213690812,963,79656
169962,101,14472,26961634,242840815,991,96191
169961,94,14228,51574157,232957296,679,101587
169960,2,0,0,0,0,0
169959,65,14813,62093094,153034948,766,102649
169958,88,8789,15325218,88983467,617,41412
169957,137,14820,43957307,207651568,1085,122417
169956,168,14927,42038211,140580877,1105,115840
169955,2,0,0,0,0,0
169954,84,14816,53723079,132071737,961,105052
169953,41,14847,2508090,257895066,141,11842
169952,52,14871,33689040,174799215,754,77626
169951,201,14937,23870932,255492739,1377,98382
169950,73,14831,33534276,182804085,923,78872
169949,254,14939,30957131,253491509,1065,88963
169948,53,15000,76003518,177424573,547,104471
169947,63,14737,40338871,177378506,850,87153
169946,106,8009,12041004,415665363,950,102959
169945,104,14991,35112620,836573560,1455,218437
169944,41,14929,38835903,299203211,1111,139173
169943,97,13729,28256589,122584973,1121,102013
169942,52,14658,29416562,186138343,1201,116118
169941,76,14993,23574591,144842863,2030,123525
169940,36,3428,7450335,19860731,266,19251
169939,109,14805,18872215,179870779,991,82521
169938,73,14720,8479796,218319275,492,31048
169937,44,14721,6135579,455602025,392,66973
169936,82,14467,5968688,269123443,352,23089
169935,171,13880,30457349,211352445,883,53498
169934,80,14991,22818242,401484937,1100,113791
169933,2,22,14877,80489,6,39
169932,79,14376,38307792,212936353,843,82152
169931,189,14841,36056078,235990591,1173,94506
169930,81,10981,33281616,134367995,744,71835
169929,72,8511,28779719,315529760,677,91212
169928,53,4715,10852021,48545553,493,43857
169927,66,14940,19804525,253618067,478,49910
169926,52,7285,20372653,249197564,488,71766
169925,172,13469,40442470,321993040,1056,90945
169924,83,8762,23889601,183360608,751,71331
169923,10,3026,4179789,142309762,240,712359
169922,114,14505,7093544,305713426,541,36387
169921,36,5565,4309216,76562628,233,13538
169920,57,9905,8390658,191637197,401,34145
169919,29,14176,1215215,259655375,84,6672
169918,46,8732,25730968,159383571,290,33477
169917,35,3004,5819210,45577266,384,23860
169916,106,13214,34113915,364732430,1181,120700
169915,27,13058,14736344,155857084,665,57316
169914,62,12732,16917216,185018887,637,47989
169913,28,12341,19423359,111322162,917,87247
169912,104,13744,17966042,174115869,858,121245
169911,56,10981,18275215,141813384,673,40526
169910,66,14775,2120180,287252988,156,13492
169909,75,14527,21815887,236732839,508,47576
169908,70,14862,35322487,225129380,717,74471
169907,62,14886,27371129,252513220,579,58663
169906,44,14670,17247229,255144375,197,29299
169905,32,14348,8196755,216611308,415,30161
169904,39,14563,19219387,247467305,427,36382
169903,34,14473,11496125,210704107,555,38482
169902,52,14257,24557356,288382719,355,41578
169901,62,13865,23181357,308629201,1114,143199
169900,53,14736,10503943,250552039,454,37592
169899,61,14646,27233258,252417287,604,60245
169898,73,14815,27416743,194693533,1245,127228
169897,151,14978,26497163,220416433,1039,87034
169896,46,14956,36695086,284252104,286,47747
169895,78,14056,5548812,417243445,284,43586
169894,65,14949,26564670,185294129,1064,88815
169893,35,11398,4238601,180870964,210,18113
169892,86,13662,25369873,144318090,1039,93691
169891,57,14936,23936253,330683460,554,68480
169890,77,6424,11531279,74467841,586,40906
169889,99,14646,27654836,162904689,1133,89668
169888,24,3271,4387520,141065565,264,17231
169887,41,4644,9081759,198329530,464,57173
169886,28,3487,10168944,283259881,277,47637
169885,104,14768,26456408,265169501,1072,72567
169884,59,14406,47621979,293431938,313,54106
169883,29,5008,5427058,79385821,285,19909
169882,29,11182,4392304,247412893,179,18447
169881,82,11869,27291672,283622453,597,61630
169880,77,14800,39932545,192545707,1103,99023
169879,141,11798,25581105,335924511,1219,91698
169878,89,14993,15729559,236954453,574,47871
169877,84,14309,15817257,338410891,672,76195
169876,40,14017,27381931,272874218,1262,125501
169875,104,14935,29470224,207658398,1207,110158
169874,67,14947,22562258,247323529,651,64161
169873,76,11568,18731755,139647993,742,64194
169872,82,14952,17169541,267728654,587,58173
169871,76,14913,17166535,206219224,755,63925
169870,40,14053,8261774,219750239,412,38979
169869,62,14110,10507597,212977382,539,42015
169868,115,14571,20346332,247487053,732,75894
169867,131,14655,12059162,193053251,859,51145
169866,138,14959,19660757,227417582,794,67816
169865,220,14899,23673386,322272627,1295,90290
169864,15,12890,25823927,85236973,995,99628
169863,59,14996,24380580,176245606,1095,82305
169862,141,11083,13275654,182747442,640,43226
169861,126,9574,13222104,113464222,998,59282
169860,206,12528,24503993,583442283,1254,131745
169859,45,13995,27832773,177837975,1210,108751
169858,64,14692,22332204,317909062,1089,114782
169857,145,7903,17235795,75087516,706,40328
169856,78,5609,7092024,71542668,388,28585
169855,47,5035,9028284,112670378,376,26952
169854,373,14351,26748656,131267243,1700,104832
169853,23,14890,27892378,112234838,1099,108985
169852,53,12662,23114149,122700156,1025,100445
169851,100,3635,6449056,41142247,522,29150
169850,56,3716,4871939,71266379,336,18684
169849,176,8529,15266257,111418462,849,60360
169848,43,11950,20956170,265774828,997,109000
169847,30,14770,29597604,114316268,1014,99172
169846,47,12061,22151237,95878557,949,78820
169845,84,14574,26149135,136517389,1242,104688
169844,65,12175,19264140,122115887,905,100877
169843,50,13362,26265709,94847884,1161,108743
169842,43,14611,26494954,201034174,1134,116680
169841,60,13173,23845679,107986477,1091,90798
169840,52,4874,3593380,97964894,222,19536
169839,21,12568,22435822,96746943,938,85077
169838,37,14148,26047669,111761856,1045,98554
169837,53,14209,23707323,175253058,1011,89779
169836,41,3156,7276317,59568236,307,22462
169835,43,14758,25997595,127576477,1050,95066
169834,83,14763,25310299,135700167,1029,94039
169833,66,13060,30551615,118348453,935,93805
169832,86,14041,23387089,145549054,1047,89487
169831,62,14329,5495002,271733989,337,109793
169830,87,14247,14115043,263822291,793,60728
169829,46,14316,13960978,177749261,2636,162560
169828,102,14929,28095851,189725927,1003,86186
169827,116,10360,18571877,137440077,929,96518
169826,91,8209,15407938,110312319,597,49285
169825,86,8161,11349691,178963353,738,53919
169824,117,14908,26714494,139417510,1090,96806
169823,157,12600,23109614,146591977,1144,80376
169822,132,14788,15918811,250674637,881,62919
169821,44,14041,10360152,216675841,438,47634
169820,68,14757,38249798,175453795,670,60393
169819,29,2015,1779152,29366643,134,7431
169818,118,14638,22833643,193123479,1172,92547
169817,64,14916,21925563,218480293,889,70175
169816,67,14018,14480345,191393302,1356,49653
169815,45,13989,17182526,194501443,538,48072
169814,94,14666,9280966,298553049,568,40032
169813,32,14855,10038534,222418001,415,38056
169812,38,13866,4956521,227473493,317,22167
169811,41,13976,11594823,381030237,665,82492
169810,51,4971,10060039,61474432,384,32187
169809,30,4236,8641422,46181321,408,32950
169808,44,14342,12247111,358897260,677,70818
169807,56,6849,12326429,81110058,526,43945
169806,64,14515,21261322,197808370,741,74135
169805,32,14238,8344994,255166763,415,42048
169804,54,14880,6921925,318315500,371,37832
169803,80,14441,29106671,195495662,956,84199
169802,33,14451,8351997,245747305,285,27508
169801,98,13983,16298131,207182990,864,68523
169800,92,14139,44946839,322427026,1175,123312
169799,98,13887,30297094,134937322,1295,93537
169798,126,14972,39938955,242295368,972,95207
169797,95,14986,10571510,399221048,609,85954
169796,152,9841,24158642,113419274,891,73835
169795,74,14933,28184061,273459933,487,50435
169794,35,14613,5653443,242464419,2437,115538
169793,88,4809,10536590,68394297,514,42522
169792,74,14008,17582843,394214183,812,109010
169791,54,14551,10159902,279719701,455,38185
169790,50,14187,11256881,242448791,515,60939
169789,143,11802,25216951,206458947,1162,109435
169788,54,14141,23470434,238051797,693,71103
169787,126,13669,27933397,205800036,1276,110681
169786,103,9461,14379166,274349312,892,82340
169785,79,14461,21353614,167995668,927,69843
169784,55,4207,8831943,58451405,430,33740
169783,104,12235,26912181,275969109,781,78415
169782,114,14527,15753606,216708548,854,61729
169781,77,14205,10478055,236708442,604,60849
169780,124,14648,29815310,232204389,1353,115505
169779,71,14210,25748366,153997990,1053,102586
169778,81,14722,31040443,116791712,1326,124566
169777,104,14883,38062075,264994159,1002,124760
169776,73,14912,20783792,339828560,1040,98148
169775,108,13920,8874537,295695114,561,47401
169774,103,14997,17308681,261521275,932,80018
169773,73,9102,25992006,126214389,605,49918
169772,124,10560,17407967,110571508,806,64456
169771,116,12028,17185425,149094925,989,63384
169770,139,14971,21707780,397413082,949,101198
169769,152,3579,8144540,32023518,366,22702
169768,41,14680,8926648,249697652,451,35094
169767,116,14214,5731168,236705267,342,40397
169766,107,14831,21193104,172916447,688,59482
169765,29,14089,6977664,229782703,272,23807
169764,25,14822,7273606,241329570,332,30185
169763,107,12403,21578602,196488893,766,64750
169762,36,14419,3850626,332949018,262,28039
169761,94,14484,28705120,317696036,1624,151467
169760,60,6408,10601624,166694166,483,51454
169759,36,5646,15873843,83193786,277,41112
169758,94,11005,30536654,215314285,783,83375
169757,93,8788,16081236,103807579,679,61502
169756,42,13886,10162266,203785172,516,53458
169755,58,14286,20839372,215172838,820,84954
169754,91,7659,13763842,119997154,787,57515
169753,39,3589,6246754,24055010,366,25714
169752,206,4428,9758694,40921651,423,35695
169751,75,14669,16620221,224799813,718,56496
169750,81,14840,32402665,128211596,1361,111041
169749,104,8338,17606670,75191719,890,61020
169748,135,3813,8322005,195616215,340,27829
169747,126,13922,21724495,349349922,1438,133172
169746,81,14911,33537929,136294311,1327,112859
169745,122,14947,20739503,178770797,908,90975
169744,65,14942,18923949,232444487,810,70301
169743,87,14927,30850430,347204036,1430,109944
169742,99,14015,28000953,156767400,1474,107557
169741,115,14881,26492261,184001826,1332,100403
169740,56,3402,6798613,207873533,515,58374
169739,109,14804,22679123,475209965,1064,115645
169738,32,14909,11468488,209072796,599,43126
169737,84,14695,25290896,305292326,1037,103475
169736,66,7407,12682247,108749488,694,63110
169735,50,14959,7659128,320720651,398,44816
169734,74,8876,11601008,138061158,381,32059
169733,81,14646,20948291,205747369,899,82898
169732,56,11891,14808574,335363676,762,86618
169731,28,14062,20906343,141492594,861,78670
169730,34,14045,27262092,341086222,968,107500
169729,95,14548,23250398,184777101,930,82015
169728,15,13674,27807439,140034161,988,87993
169727,43,12076,16687029,294258778,886,100182
169726,31,12858,24267276,144319956,1027,86002
169725,27,9750,13176377,108105695,555,48795
169724,68,14258,27922517,196750579,1235,108775
169723,40,12820,17056286,145250398,685,61822
169722,33,13356,25849367,142139956,1123,119918
169721,105,13960,21614635,141234147,1087,76302
169720,46,14179,24650077,124767603,976,86303
169719,63,13780,12679788,202104765,714,77323
169718,42,3600,5829226,40036286,453,31501
169717,87,3149,6174397,51489525,418,29754
169716,21,10793,14723518,115271200,677,56024
169715,26,11459,16527598,120946562,681,63146
169714,155,14965,23108095,333645090,1414,128560
169713,14,14132,27583903,146000239,1087,98626
169712,70,14780,25923600,197969572,1180,96222
169711,45,14884,28427202,189991308,1189,104468
169710,53,14894,26723977,191688761,1029,86636
169709,95,13519,23421030,178530560,2473,172669
169708,46,10120,11900663,126510789,568,41511
169707,61,12292,20702904,102198415,1041,85474
169706,72,12471,14493024,196377180,702,68607
169705,39,12927,22451021,149066292,934,81773
169704,56,12020,17314229,137262685,808,152109
169703,28,11987,22203255,100873611,876,91261
169702,97,12930,19579906,188615600,1006,126136
169701,70,14139,19949937,145104151,4887,244819
169700,38,12078,22267218,124461510,983,84735
169699,39,14137,21388587,239781050,832,74108
169698,39,14484,28307548,123320524,1079,99913
169697,77,14610,14050020,213680988,622,40869
169696,78,13801,26220629,250973739,789,76215
169695,150,14871,29913723,268688638,1112,83279
169694,61,14647,25722755,156491875,1165,88389
169693,97,14893,24724017,421500476,1423,154298
169692,118,14553,23793451,150495630,1128,137203
169691,124,12159,20839667,144944327,970,87074
169690,84,14606,19634019,206234843,811,64464
169689,55,13542,24896915,117502347,1052,103527
169688,87,14700,18261061,292429958,776,70664
169687,33,13884,23031416,127573901,984,92340
169686,32,14179,23074634,142243757,832,76424
169685,113,14372,30964981,178270419,1069,82999
169684,131,12074,17164009,263202276,996,75473
169683,46,12338,15648648,165929089,674,55935
169682,106,14634,19508296,294356183,694,59698
169681,82,12140,13909167,159600600,821,48203
169680,77,13767,16620222,202708277,719,56769
169679,93,14199,23512664,222484621,936,74873
169678,56,14199,18419533,183317320,758,115302
169677,92,14723,23862005,153529240,1047,79533
169676,43,3268,6905568,28119619,342,23121
169675,40,14078,10660963,210357018,451,37949
169674,166,14656,27441695,158163856,1216,87626
169673,78,13670,16678038,200917825,985,87938
169672,78,11899,19664338,263447885,1109,145551
169671,35,14022,21349541,139543716,962,85317
169670,70,13742,23107465,273476413,1307,113676
169669,55,12583,14632012,156307289,647,70535
169668,72,14080,22180515,274133958,1107,105504
169667,59,14762,19446673,216047285,682,60342
169666,39,4172,7544324,181629904,515,58703
169665,56,6886,8675699,106877067,343,29017
169664,75,14522,28110243,145963637,1031,88180
169663,23,10895,16561854,151948029,659,54084
169662,46,14926,26781437,131042512,1057,100327
169661,59,12878,20508707,378574852,902,71237
169660,36,11239,17271214,139528659,638,51850
169659,47,12705,19115904,128205529,805,67649
169658,43,12962,17725695,173311502,594,52874
169657,54,13678,19478119,159662261,757,69080
169656,34,11971,12276081,147974723,581,43117
169655,27,9845,15181467,96602107,634,56490
169654,36,14207,26905188,202955571,1023,89622
169653,48,14038,24006892,128846570,989,135779
169652,32,13222,17809620,141295463,717,63402
169651,47,13198,17451648,149483192,797,66970
169650,148,14838,25448688,156368101,1169,690058
169649,99,13663,19057506,168848484,685,74624
169648,39,13396,20891300,136245551,833,86268
169647,59,14358,22022120,157381057,838,72803
169646,59,13129,8642368,228318157,447,61967
169645,44,14087,13804123,282825329,623,61812
169644,74,14861,14619263,367601491,707,80967
169643,54,14861,15114582,265529668,1472,57598
169642,79,14544,14648418,81199001,3587,38512
169641,18,10034,18644125,119079632,798,65137
169640,21,13103,17361338,144881432,726,64628
169639,40,13253,21348544,174983541,957,84707
169638,38,14095,10807384,206705823,470,39383
169637,61,6570,7467652,193125589,557,53374
169636,25,12800,17887866,293574943,888,93625
169635,111,14397,23771928,250460350,1096,89243
169634,60,14789,18670813,175915830,771,128627
169633,27,14849,27631918,117585691,1150,105845
169632,78,11911,16678129,207756507,781,65847
169631,59,14012,24282222,203137451,1033,76478
169630,75,14486,17660535,286213636,829,84783
169629,86,14288,21747765,194691944,983,102929
169628,39,14302,26715393,112795855,1051,99259
169627,46,13350,17632193,168887690,822,67466
169626,23,12235,21678494,96120576,916,84996
169625,48,14306,17824587,173361817,798,66700
169624,45,14502,25086180,95138014,1412,98868
169623,37,14219,17107034,165683348,794,64473
169622,59,13636,26680602,175702105,1017,104133
169621,44,14367,19393736,328215661,1027,103655
169620,67,14343,28356323,165425975,1153,99347
169619,57,14976,17409204,212012696,705,56023
169618,35,13564,21734677,176509354,952,86561
169617,20,13966,23568082,125933109,912,85354
169616,29,14634,29610664,103095027,1182,115320
169615,35,14847,22964332,143181627,1002,88070
169614,16,13292,26683104,87439567,1016,102711
169613,24,14060,26287672,109102846,1023,97940
169612,43,12637,15317177,211524875,445,58580
169611,127,14180,32602316,247821103,1137,108883
169610,50,13450,22754242,134967222,958,86996
169609,22,14099,25965162,109752820,1031,100927
169608,63,14833,23034829,191791955,1102,86237
169607,56,14704,14059052,201272213,615,50527
169606,36,12910,23334076,103775800,1002,89916
169605,45,13041,18907768,243885941,652,72828
169604,87,14071,26408965,155463606,1182,112716
169603,58,12631,16320689,173154938,628,52589
169602,59,3162,5857196,35679293,325,21320
169601,60,14253,7886750,215188367,398,29745
169600,53,14799,13060149,198398362,740,55949
169599,102,14606,21801978,319050164,845,89917
169598,34,13008,15708458,326890168,866,87640
169597,35,14211,18928958,150034857,838,72068
169596,15,13978,18900915,147144018,772,70610
169595,89,12592,24429382,202170651,1188,120203
169594,19,14360,19404392,148594792,824,71482
169593,89,5548,12568573,67662858,643,48610
169592,36,11866,19526956,106718691,776,71757
169591,39,14374,23321757,121340415,1046,89386
169590,16,12944,19143557,129337266,817,85042
169589,96,6156,10262889,115859722,692,49484
169588,33,14831,22478663,138171613,1012,85070
169587,85,12893,22327115,168815564,1079,111832
169586,31,12697,16194422,155227248,789,92231
169585,90,14859,52522470,194904751,1413,421214
169584,31,14112,62196245,225154562,1143,623030
169583,35,14752,23014285,152707332,931,91693
169582,92,13769,22360102,176062830,997,102728
169581,117,14199,18798638,655901621,1140,155425
169580,62,11896,14217590,155325283,760,54184
169579,13,12802,20399252,110107293,849,78536
169578,76,14182,13595549,414896621,830,90909
169577,50,14831,19748486,174489851,780,67508
169576,60,14381,20735414,341467950,863,89545
169575,25,14685,11575681,226113533,299,24739
169574,46,14253,17903332,166078740,764,60481
169573,90,14754,13532559,216959571,633,50380
169572,37,14660,11315192,208378022,546,41460
169571,25,14543,5369264,265216774,388,24907
169570,87,14820,15154753,200352013,703,55695
169569,56,4263,8249305,50945801,455,24640
169568,30,14596,7675822,236580193,374,23494
169567,48,14496,13530847,195570246,679,49440
169566,67,14194,12748959,230990972,519,50315
169565,42,13682,11347884,190930039,629,45069
169564,68,13694,14995337,187563547,623,51991
169563,60,13674,13619517,173215852,627,50921
169562,48,14127,12771400,194479615,620,42620
169561,44,14807,12980487,336521458,782,74509
169560,124,13350,19746054,154980111,822,88169
169559,133,13724,24923441,156183431,1232,90025
169558,37,14970,7161310,236224878,511,42463
169557,40,13860,23639226,123018034,949,91369
169556,126,14470,34078230,250083850,1445,223196
169555,18,14808,49417483,220103930,1241,718409
169554,52,13794,43098474,169552458,1224,535902
169553,13,14044,49960845,202919656,1298,714839
169552,72,13680,39211567,281734995,1197,455908
169551,48,14805,29017907,99955137,1187,108607
169550,44,14792,19321551,68344091,3819,144517
169549,42,10406,9057692,55207485,3109,97011
169548,55,4865,5638846,93217844,343,39666
169547,50,6770,7189869,109173311,142,15388
169546,94,9347,12347489,94540350,713,43024
169545,58,8488,9841414,106855416,494,49038
169544,89,14733,12820170,221782253,594,44933
169543,89,14908,23963614,207366000,1058,82968
169542,124,13663,27368927,231216193,878,104643
169541,42,8859,14638393,132897781,300,33215
169540,45,9014,5988932,142395603,338,20904
169539,75,7384,12223319,93278893,505,42067
169538,161,13537,24071094,204406880,1219,90005
169537,112,14877,37603292,231480353,1183,276228
169536,61,14014,46603684,205764378,1300,614924
169535,42,14872,46816237,355547766,1424,638042
169534,31,14027,50176793,203012424,1279,719938
169533,86,13366,46400694,184767785,1223,628675
169532,123,14370,24357501,180241191,1015,80368
169531,67,14645,12579390,268686582,632,43231
169530,63,14932,25291181,159723004,1035,83891
169529,43,13340,7896589,219690864,300,30587
169528,75,14868,33057651,151668894,1419,136683
169527,36,13689,27561219,126319014,1136,117831
169526,76,14191,31151552,165234615,1019,122706
169525,55,3679,7819840,31583115,418,37893
169524,108,14803,31570821,173842260,1091,87549
169523,119,14837,31138647,142164509,1460,107524
169522,55,14892,40610562,420824351,1276,485927
169521,97,14788,45585379,410305996,1549,587391
169520,23,14260,50739751,206380666,1317,715892
169519,51,13556,28762945,1834999366,1950,611052
169518,135,13866,24143755,348399579,1105,188162
169517,18,13966,49687292,206646093,1290,685846
169516,44,13642,39202186,201266354,1050,523808
169515,103,14930,32977573,127317425,1520,108750
169514,91,14900,40563601,448524332,1462,498969
169513,63,13978,4838019,232922049,315,21041
169512,72,14341,43128132,198151134,1252,541183
169511,24,14004,44828622,222539704,1186,626625
169510,43,14506,46820225,209799650,1239,627277
169509,34,13868,46885130,268630653,1263,636048
169508,14,14214,50816299,206107741,1303,721207
169507,62,14148,43907966,195940625,1184,531789
169506,45,14211,45322726,203470175,1237,620451
169505,54,14894,51937390,217500155,1423,724711
169504,51,14594,28687727,125538259,1214,117076
169503,56,12491,11014296,169828182,673,64467
169502,26,12100,15394147,134628106,609,62560
169501,75,14284,16806069,172851313,880,96165
169500,50,14735,15034298,204059093,658,93117
169499,106,14615,14892861,483203179,933,101050
169498,43,12017,19550757,113650713,855,76168
169497,64,14709,19004351,256891273,695,58942
169496,120,14916,19656116,296597768,925,104820
169495,38,14206,19969672,155841254,822,73386
169494,52,13949,18855085,176818395,836,71918
169493,141,14901,27222406,282082927,1045,87550
169492,29,12014,22795015,104288246,882,80835
169491,76,14538,11971032,244498615,612,42913
169490,47,14664,12711568,202283782,739,47146
169489,55,14825,11137546,564507563,960,141129
169488,82,14083,26027682,169680856,1130,108272
169487,118,8157,18027888,66745640,883,67404
169486,131,14407,32896093,130107410,1478,132791
169485,105,12766,16051350,241613312,932,85379
169484,91,14282,10743225,245668526,575,41766
169483,72,14021,11802952,199588439,749,46637
169482,98,14238,16178530,199096995,809,59874
169481,25,14212,23411087,174022286,953,81121
169480,34,14734,20903819,157310340,877,79070
169479,76,14666,19038862,175289068,948,74816
169478,30,14257,21550713,142137968,1034,101659
169477,25,13963,22338666,145205078,1083,105386
169476,75,13063,19865831,356643114,1018,84680
169475,92,13240,15845825,209238943,834,61343
169474,49,14687,12285332,372992612,818,93026
169473,81,14497,9941436,423009299,694,67735
169472,107,14517,24895768,205785620,1307,122277
169471,82,14925,40034105,191431836,1791,392802
169470,82,13596,43830290,211859517,1274,531627
169469,30,14884,51965213,222052483,1373,710718
169468,16,14327,51226400,208562350,1306,717894
169467,89,14971,46393340,211618802,1381,551520
169466,23,13207,24622681,186777632,924,79461
169465,30,9730,14801886,95578302,694,56359
169464,50,13492,21606341,121357492,991,83381
169463,63,10329,12923278,101296170,1406,70902
169462,23,12044,16349283,101489260,1451,85090
169461,86,13545,21575073,270761663,1414,92236
169460,50,11780,17793307,114130583,831,75415
169459,28,12128,20798229,145610248,884,70169
169458,80,14104,23738117,150369193,1034,126060
169457,40,12118,21105450,117940446,790,73725
169456,84,12252,21681527,200497448,878,76139
169455,37,13731,23102617,122254659,976,87575
169454,43,14068,24729578,126109472,977,91449
169453,34,12820,21016845,116301415,913,79809
169452,19,12782,22453433,114513832,825,82505
169451,73,12573,16195295,162010473,765,60385
169450,30,5396,23142446,69649328,258,39352
169449,140,13834,20583030,364628050,1229,116775
169448,36,13786,24851275,118347955,1091,100225
169447,45,12730,19350838,152891961,828,73787
169446,61,14717,17627775,173349762,837,67900
169445,37,14608,30331624,163897439,875,86252
169444,23,12497,22045862,100318425,948,86089
169443,90,12979,17986820,158770701,764,66283
169442,37,13833,24864042,112794578,1060,97124
169441,42,14642,22578071,160504786,966,105900
169440,44,14112,25674590,108676941,1082,100815
169439,32,12908,17385421,141656878,730,71958
169438,64,14551,22613130,147665974,1010,82424
169437,43,14956,18574958,167177651,877,77216
169436,38,14465,9339645,217594049,434,34480
169435,82,14091,8508019,390167552,577,60171
169434,83,14737,23612349,216606472,799,61081
169433,113,14103,15823078,377414348,741,75182
169432,161,14996,23180855,185335622,1190,108932
169431,39,14198,11274559,422919950,539,58347
169430,48,14795,13710308,197279353,684,48294
169429,133,14388,18209841,181168488,825,63726
169428,83,14514,16752880,232760038,766,67919
169427,73,13969,10786202,211509099,595,56796
169426,76,14052,18253773,178429136,889,108248
169425,30,14549,27404015,139458098,1078,103544
169424,82,14458,25148143,195276581,1084,85589
169423,111,14830,26040320,596974427,1213,128466
169422,85,14740,24935451,780388085,1126,91011
169421,25,3495,7917213,20906666,259,20357
169420,113,8002,12165959,105636150,564,61764
169419,97,8722,17876490,127930945,731,69719
169418,94,3615,7709992,33884710,433,38536
169417,74,10228,12314680,180868793,434,34517
169416,87,10535,20702514,167242247,1085,120562
169415,85,14993,31149101,151386028,1330,111227
169414,41,14912,48472503,210390028,1173,450856
169413,66,14107,27935476,214970734,883,335599
169412,60,14286,8879024,388435078,470,59351
169411,50,13803,46414043,193125300,1294,622112
169410,66,14891,43365292,187340363,1501,537753
169409,123,14079,38175993,137506132,1308,281916
169408,23,14667,51666705,208688590,1346,718548
169407,116,13496,36966622,185697599,1234,341448
169406,119,14786,41630372,180953370,1385,439794
169405,168,14823,42165147,317775298,1433,365438
169404,65,13930,19001123,1313142856,1560,271036
169403,114,14777,20352515,1193453866,1590,250096
169402,19,13306,27807185,124768842,1115,104649
169401,52,13463,16726724,292649294,658,97209
